Learnsets population started at 2024-10-15T18:32:16.037Z
Success: Added move bodyslam to empoleon
Success: Added move brickbreak to empoleon
Success: Added move bulldoze to empoleon
Success: Added move endeavor to infernape
Success: Added move charm to empoleon
Success: Added move drainpunch to infernape
Success: Added move chillingwater to empoleon
Success: Added move disarmingvoice to empoleon
Success: Added move dualwingbeat to empoleon
Success: Added move drillpeck to empoleon
Success: Added move earthquake to empoleon
Success: Added move endure to infernape
Success: Added move endure to empoleon
Success: Added move facade to empoleon
Success: Added move flashcannon to empoleon
Success: Added move fling to empoleon
Success: Added move featherdance to empoleon
Success: Added move falseswipe to empoleon
Success: Added move flipturn to empoleon
Success: Added move metronome to infernape
Success: Added move grassknot to empoleon
Success: Added move furyattack to empoleon
Success: Added move growl to empoleon
Success: Added move haze to empoleon
Success: Added move overheat to infernape
Success: Added move helpinghand to empoleon
Success: Added move hydrocannon to empoleon
Success: Added move icebeam to empoleon
Success: Added move hydropump to empoleon
Success: Added move knockoff to empoleon
Success: Added move icywind to empoleon
Success: Added move icespinner to empoleon
Success: Added move irondefense to empoleon
Success: Added move liquidation to empoleon
Success: Added move machpunch to infernape
Success: Added move metalsound to empoleon
Success: Added move mist to empoleon
Success: Added move metalclaw to empoleon
Success: Added move mudslap to empoleon
Success: Added move rest to empoleon
Success: Added move focusblast to infernape
Success: Added move peck to empoleon
Success: Added move poisonjab to infernape
Success: Added move rest to infernape
Success: Added move psychup to empoleon
Success: Added move rockslide to empoleon
Success: Added move ragingfury to infernape
Success: Added move scaryface to empoleon
Success: Added move snowscape to empoleon
Success: Added move shadowclaw to empoleon
Success: Added move sleeptalk to empoleon
Success: Added move swift to empoleon
Success: Added move substitute to empoleon
Success: Added move stealthrock to empoleon
Success: Added move surf to empoleon
Success: Added move steelbeam to empoleon
Success: Added move tackle to empoleon
Success: Added move swagger to empoleon
Success: Added move throatchop to empoleon
Success: Added move takedown to empoleon
Success: Added move terablast to empoleon
Success: Added move swordsdance to empoleon
Success: Added move tripleaxel to empoleon
Success: Added move waterpledge to empoleon
Success: Added move vacuumwave to empoleon
Success: Added move slash to kricketune
Success: Added move bite to shinx
Success: Added move waterfall to empoleon
Success: Added move watergun to empoleon
Success: Added move terablast to staravia
Success: Added move whirlpool to empoleon
Success: Added move dualwingbeat to starly
Success: Added move lightscreen to shinx
Success: Added move heatwave to staravia
Success: Added move aerialace to staravia
Success: Added move featherdance to staravia
Success: Added move doubleedge to starly
Success: Added move uproar to staravia
Success: Added move crunch to luxio
Success: Added move terablast to starly
Success: Added move rest to starly
Success: Added move quickattack to starly
Success: Added move helpinghand to staravia
Success: Added move trailblaze to shinx
Success: Added move tailwind to starly
Success: Added move wavecrash to empoleon
Success: Added move furyattack to starly
Success: Added move hurricane to staravia
Success: Added move thief to shinx
Success: Added move thief to starly
Success: Added move uproar to starly
Success: Added move protect to staravia
Success: Added move bravebird to staravia
Success: Added move substitute to starly
Success: Added move helpinghand to starly
Success: Added move whirlwind to starly
Success: Added move heatwave to starly
Success: Added move swift to staravia
Success: Added move doubleteam to staravia
Success: Added move facade to starly
Success: Added move terablast to shinx
Success: Added move substitute to shinx
Success: Added move finalgambit to starly
Success: Added move raindance to starly
Success: Added move faketears to shinx
Success: Added move endeavor to staravia
Success: Added move firefang to luxio
Success: Added move aerialace to starly
Success: Added move aircutter to staravia
Success: Added move takedown to staravia
Success: Added move hurricane to starly
Success: Added move doubleteam to starly
Success: Added move swift to starly
Success: Added move agility to starly
Success: Added move protect to starly
Success: Added move sandattack to starly
Success: Added move tackle to staravia
Success: Added move sleeptalk to staravia
Success: Added move endeavor to starly
Success: Added move facade to staravia
Success: Added move doubleedge to staravia
Success: Added move wingattack to starly
Success: Added move airslash to staravia
Success: Added move astonish to starly
Success: Added move substitute to staravia
Success: Added move scaryface to shinx
Success: Added move tackle to starly
Success: Added move quickattack to staravia
Success: Added move finalgambit to staravia
Success: Added move endure to staravia
Success: Added move raindance to staravia
Success: Added move protect to luxio
Success: Added move aircutter to starly
Success: Added move acrobatics to starly
Success: Added move thief to staravia
Success: Added move uturn to starly
Success: Added move growl to starly
Success: Added move sunnyday to staravia
Success: Added move takedown to starly
Success: Added move fly to starly
Success: Added move chargebeam to luxio
Success: Added move growl to staravia
Success: Added move aerialace to staraptor
Success: Added move whirlwind to staravia
Success: Added move acrobatics to staraptor
Success: Added move playrough to shinx
Success: Added move sleeptalk to starly
Success: Added move uturn to staravia
Success: Added move bravebird to starly
Success: Added move agility to staraptor
Success: Added move thunderfang to luxio
Success: Added move doubleteam to staraptor
Success: Added move bravebird to staraptor
Success: Added move agility to luxray
Success: Added move airslash to staraptor
Success: Added move aircutter to staraptor
Success: Added move bodyslam to luxray
Success: Added move charge to luxray
Success: Added move facade to staraptor
Success: Added move featherdance to staraptor
Success: Added move endeavor to staraptor
Success: Added move growl to staraptor
Success: Added move finalgambit to staraptor
Success: Added move helpinghand to staraptor
Success: Added move strugglebug to staraptor
Success: Added move heatwave to staraptor
Success: Added move quickattack to staraptor
Success: Added move hyperbeam to staraptor
Success: Added move fly to staraptor
Success: Added move tackle to staraptor
Success: Added move gigaimpact to staraptor
Success: Added move sleeptalk to staraptor
Success: Added move sunnyday to staraptor
Success: Added move substitute to staraptor
Success: Added move tailwind to staraptor
Success: Added move protect to staraptor
Success: Added move rest to staraptor
Success: Added move swift to staraptor
Success: Added move raindance to staraptor
Success: Added move takedown to staraptor
Success: Added move hurricane to staraptor
Success: Added move terablast to staraptor
Success: Added move wingattack to staraptor
Success: Added move uproar to staraptor
Success: Added move whirlwind to staraptor
Success: Added move thief to staraptor
Success: Added move curse to bidoof
Success: Added move uturn to staraptor
Success: Added move defensecurl to bidoof
Success: Added move amnesia to bidoof
Success: Added move defensecurl to bibarel
Success: Added move takedown to bidoof
Success: Added move terablast to kricketot
Success: Added move growl to kricketot
Success: Added move tackle to kricketot
Success: Added move rollout to bidoof
Success: Added move aerialace to kricketune
Success: Added move strugglebug to kricketot
Success: Added move absorb to kricketune
Success: Added move facade to kricketune
Success: Added move batonpass to kricketune
Success: Added move focusenergy to kricketune
Success: Added move skittersmack to kricketot
Success: Added move endeavor to kricketot
Success: Added move bugbite to kricketot
Success: Added move rollout to bibarel
Success: Added move lunge to kricketot
Success: Added move falseswipe to kricketune
Success: Added move bugbuzz to kricketune
Success: Added move endure to kricketune
Success: Added move fellstinger to kricketune
Success: Added move endeavor to kricketune
Success: Added move bugbite to kricketune
Success: Added move leechlife to kricketune
Success: Added move brickbreak to kricketune
Success: Added move furycutter to kricketune
Success: Added move knockoff to kricketune
Success: Added move gigadrain to kricketune
Success: Added move rest to kricketune
Success: Added move perishsong to kricketune
Success: Added move helpinghand to kricketune
Success: Added move hypervoice to kricketune
Success: Added move gigaimpact to kricketune
Success: Added move nightslash to kricketune
Success: Added move growl to kricketune
Success: Added move sing to kricketune
Success: Added move protect to kricketune
Success: Added move hyperbeam to kricketune
Success: Added move skittersmack to kricketune
Success: Added move pounce to kricketune
Success: Added move screech to kricketune
Success: Added move sleeptalk to kricketune
Success: Added move raindance to kricketune
Success: Added move uproar to empoleon
Success: Added move lunge to kricketune
Success: Added move stickyweb to kricketune
Success: Added move strugglebug to kricketune
Success: Added move substitute to kricketune
Success: Added move sunnyday to kricketune
Success: Added move tackle to kricketune
Success: Added move swordsdance to kricketune
Success: Added move takedown to kricketune
Success: Added move terablast to kricketune
Success: Added move charge to shinx
Success: Added move chargebeam to shinx
Success: Added move babydolleyes to shinx
Success: Added move waterpulse to empoleon
Success: Added move xscissor to kricketune
Success: Added move trailblaze to kricketune
Success: Added move taunt to kricketune
Success: Added move throatchop to kricketune
Success: Added move confuseray to shinx
Success: Added move uproar to kricketune
Success: Added move doublekick to shinx
Success: Added move crunch to shinx
Success: Added move doubleedge to shinx
Success: Added move discharge to shinx
Success: Added move electricterrain to shinx
Success: Added move eerieimpulse to shinx
Success: Added move spark to shinx
Success: Added move electroball to shinx
Success: Added move electroweb to shinx
Success: Added move confuseray to luxio
Success: Added move sunnyday to luxio
Success: Added move psychicfangs to luxio
Success: Added move snarl to shinx
Success: Added move substitute to luxio
Success: Added move shockwave to shinx
Success: Added move featherdance to starly
Success: Added move electroball to luxio
Success: Added move doubleedge to luxio
Success: Added move dualwingbeat to staravia
Success: Added move tackle to shinx
Success: Added move roar to shinx
Success: Added move airslash to starly
Success: Added move takedown to luxio
Success: Added move endure to luxio
Success: Added move takedown to shinx
Success: Added move rest to staravia
Success: Added move raindance to shinx
Success: Added move lightscreen to luxio
Success: Added move thunder to shinx
Success: Added move icefang to luxio
Success: Added move scaryface to luxio
Success: Added move faketears to luxio
Success: Added move bite to luxio
Success: Added move thunderwave to shinx
Success: Added move nightslash to shinx
Success: Added move sleeptalk to shinx
Success: Added move electricterrain to luxio
Success: Added move acrobatics to staravia
Success: Added move charge to luxio
Success: Added move weatherball to empoleon
Success: Added move firefang to shinx
Success: Added move facade to shinx
Success: Added move fly to staravia
Success: Added move psychicfangs to shinx
Success: Added move quickattack to shinx
Success: Added move sunnyday to shinx
Success: Added move endure to starly
Success: Added move swift to luxio
Success: Added move roar to luxio
Success: Added move protect to shinx
Success: Added move voltswitch to shinx
Success: Added move thunderfang to shinx
Success: Added move helpinghand to luxio
Success: Added move sleeptalk to luxio
Success: Added move leer to shinx
Success: Added move wildcharge to shinx
Success: Added move discharge to luxio
Success: Added move thundershock to shinx
Success: Added move raindance to luxio
Success: Added move howl to shinx
Success: Added move tailwind to staravia
Success: Added move electroweb to luxio
Success: Added move swift to shinx
Success: Added move thunderbolt to shinx
Success: Added move thunder to luxio
Success: Added move rest to shinx
Success: Added move rest to luxio
Success: Added move icefang to shinx
Success: Added move helpinghand to shinx
Success: Added move endure to shinx
Success: Added move sunnyday to starly
Success: Added move swagger to luxio
Success: Added move terablast to luxio
Success: Added move tackle to luxio
Success: Added move leer to luxio
Success: Added move wingattack to staravia
Success: Added move swagger to shinx
Success: Added move spark to luxio
Success: Added move agility to staravia
Success: Added move eerieimpulse to luxio
Success: Added move facade to luxio
Success: Added move snarl to luxio
Success: Added move thief to luxio
Success: Added move playrough to luxio
Success: Added move thunderbolt to luxio
Success: Added move thundershock to luxio
Success: Added move closecombat to staraptor
Success: Added move bite to luxray
Success: Added move thunderwave to luxio
Success: Added move trailblaze to luxio
Success: Added move voltswitch to luxio
Success: Added move doubleedge to staraptor
Success: Added move wildcharge to luxio
Success: Added move dualwingbeat to staraptor
Success: Added move confuseray to luxray
Success: Added move endure to staraptor
Success: Added move chargebeam to luxray
Success: Added move crunch to luxray
Success: Added move helpinghand to luxray
Success: Added move endure to luxray
Success: Added move electroweb to luxray
Success: Added move faketears to luxray
Success: Added move doubleedge to luxray
Success: Added move facade to luxray
Success: Added move discharge to luxray
Success: Added move electricterrain to luxray
Success: Added move eerieimpulse to luxray
Success: Added move electroball to luxray
Success: Added move zenheadbutt to rampardos
Success: Added move swordsdance to rampardos
Success: Added move mudslap to shieldon
Success: Added move terablast to rampardos
Success: Added move sunnyday to rampardos
Success: Added move psychicfangs to luxray
Success: Added move protect to luxray
Success: Added move raindance to luxray
Success: Added move playrough to luxray
Success: Added move lightscreen to luxray
Success: Added move blizzard to shieldon
Success: Added move thief to luxray
Success: Added move ancientpower to cranidos
Success: Added move supercellslam to rampardos
Success: Added move thunder to luxray
Success: Added move stealthrock to shieldon
Success: Added move throatchop to luxray
Success: Added move spark to luxray
Success: Added move thundershock to luxray
Success: Added move takedown to luxray
Success: Added move supercellslam to luxray
Success: Added move sunnyday to luxray
Success: Added move swagger to shieldon
Success: Added move sunnyday to shieldon
Success: Added move taunt to shieldon
Success: Added move rest to luxray
Success: Added move snarl to luxray
Success: Added move wildcharge to luxray
Success: Added move trailblaze to shieldon
Success: Added move thunderbolt to shieldon
Success: Added move assurance to cranidos
Success: Added move sleeptalk to luxray
Success: Added move swagger to luxray
Success: Added move thunderfang to luxray
Success: Added move substitute to luxray
Success: Added move crunch to cranidos
Success: Added move dig to cranidos
Success: Added move thunderbolt to luxray
Success: Added move curse to cranidos
Success: Added move bodyslam to cranidos
Success: Added move earthpower to bastiodon
Success: Added move bulldoze to cranidos
Success: Added move blizzard to cranidos
Success: Added move earthquake to cranidos
Success: Added move earthpower to cranidos
Success: Added move dragoncheer to cranidos
Success: Added move facade to cranidos
Success: Added move dragonpulse to cranidos
Success: Added move gigaimpact to bastiodon
Success: Added move fireblast to cranidos
Success: Added move firepunch to cranidos
Success: Added move hyperbeam to bastiodon
Success: Added move flamethrower to cranidos
Success: Added move fling to cranidos
Success: Added move hammerarm to cranidos
Success: Added move headbutt to cranidos
Success: Added move headsmash to cranidos
Success: Added move leer to cranidos
Success: Added move mudslap to bastiodon
Success: Added move ironhead to cranidos
Success: Added move focusenergy to cranidos
Success: Added move mudslap to cranidos
Success: Added move protect to bastiodon
Success: Added move rockblast to cranidos
Success: Added move roar to cranidos
Success: Added move rest to cranidos
Success: Added move raindance to cranidos
Success: Added move rockslide to cranidos
Success: Added move rockslide to bastiodon
Success: Added move rocktomb to bastiodon
Success: Added move scaryface to cranidos
Success: Added move slam to cranidos
Success: Added move smackdown to cranidos
Success: Added move screech to cranidos
Success: Added move sleeptalk to cranidos
Success: Added move sandstorm to cranidos
Success: Added move stealthrock to cranidos
Success: Added move stomp to cranidos
Success: Added move dragonclaw to rampardos
Success: Added move stompingtantrum to cranidos
Success: Added move substitute to cranidos
Success: Added move swagger to bastiodon
Success: Added move whirlwind to cranidos
Success: Added move stoneedge to cranidos
Success: Added move sunnyday to cranidos
Success: Added move uproar to cranidos
Success: Added move dragoncheer to rampardos
Success: Added move harden to wormadamsandy
Success: Added move thunderbolt to bastiodon
Success: Added move thunderpunch to cranidos
Success: Added move trailblaze to bastiodon
Success: Added move growth to wormadam
Success: Added move crunch to rampardos
Success: Added move thunder to cranidos
Success: Added move wideguard to bastiodon
Success: Added move blizzard to rampardos
Success: Added move avalanche to rampardos
Success: Added move swordsdance to cranidos
Success: Added move doubleedge to rampardos
Success: Added move bugbuzz to combee
Success: Added move thrash to cranidos
Success: Added move brickbreak to rampardos
Success: Added move thief to cranidos
Success: Added move thunderbolt to cranidos
Success: Added move trailblaze to cranidos
Success: Added move dig to rampardos
Success: Added move curse to rampardos
Success: Added move takedown to cranidos
Success: Added move assurance to rampardos
Success: Added move breakingswipe to rampardos
Success: Added move earthquake to rampardos
Success: Added move earthpower to rampardos
Success: Added move endure to rampardos
Success: Added move terablast to cranidos
Success: Added move fireblast to rampardos
Success: Added move firepunch to rampardos
Success: Added move facade to rampardos
Success: Added move endeavor to rampardos
Success: Added move focusblast to rampardos
Success: Added move flamethrower to rampardos
Success: Added move fling to rampardos
Success: Added move focusenergy to rampardos
Success: Added move focuspunch to rampardos
Success: Added move gigaimpact to rampardos
Success: Added move headbutt to rampardos
Success: Added move headsmash to rampardos
Success: Added move heavyslam to rampardos
Success: Added move hyperbeam to rampardos
Success: Added move outrage to rampardos
Success: Added move rocksmash to rampardos
Success: Added move leer to rampardos
Success: Added move icebeam to rampardos
Success: Added move ironhead to rampardos
Success: Added move mudslap to rampardos
Success: Added move raindance to rampardos
Success: Added move screech to rampardos
Success: Added move protect to rampardos
Success: Added move slam to rampardos
Success: Added move sleeptalk to rampardos
Success: Added move scaryface to rampardos
Success: Added move rockblast to rampardos
Success: Added move stealthrock to rampardos
Success: Added move rockslide to rampardos
Success: Added move smackdown to rampardos
Success: Added move sandstorm to rampardos
Success: Added move rocktomb to rampardos
Success: Added move rest to rampardos
Success: Added move doubleedge to shieldon
Success: Added move protect to shieldon
Success: Added move trailblaze to rampardos
Success: Added move stompingtantrum to rampardos
Success: Added move facade to shieldon
Success: Added move takedown to rampardos
Success: Added move rockblast to shieldon
Success: Added move gigaimpact to luxray
Success: Added move counter to shieldon
Success: Added move roar to rampardos
Success: Added move headbutt to shieldon
Success: Added move screech to shieldon
Success: Added move flashcannon to shieldon
Success: Added move thief to rampardos
Success: Added move rest to shieldon
Success: Added move powergem to shieldon
Success: Added move ancientpower to shieldon
Success: Added move rocktomb to shieldon
Success: Added move earthquake to shieldon
Success: Added move thunder to rampardos
Success: Added move ironhead to shieldon
Success: Added move flamethrower to shieldon
Success: Added move roar to shieldon
Success: Added move scorchingsands to shieldon
Success: Added move sandstorm to shieldon
Success: Added move stoneedge to rampardos
Success: Added move earthpower to shieldon
Success: Added move curse to shieldon
Success: Added move fireblast to shieldon
Success: Added move surf to rampardos
Success: Added move metalsound to shieldon
Success: Added move metalburst to shieldon
Success: Added move firefang to luxray
Success: Added move icebeam to shieldon
Success: Added move rockslide to shieldon
Success: Added move uproar to rampardos
Success: Added move raindance to shieldon
Success: Added move icefang to luxray
Success: Added move hyperbeam to luxray
Success: Added move leer to luxray
Success: Added move thunderpunch to rampardos
Success: Added move substitute to rampardos
Success: Added move dig to shieldon
Success: Added move bodyslam to shieldon
Success: Added move heavyslam to shieldon
Success: Added move focusenergy to shieldon
Success: Added move bulldoze to shieldon
Success: Added move thunderbolt to rampardos
Success: Added move hardpress to shieldon
Success: Added move sandtomb to shieldon
Success: Added move scaryface to shieldon
Success: Added move endure to shieldon
Success: Added move irondefense to shieldon
Success: Added move guardsplit to shieldon
Success: Added move thunderwave to luxray
Success: Added move fissure to shieldon
Success: Added move smackdown to shieldon
Success: Added move trailblaze to luxray
Success: Added move tackle to luxray
Success: Added move steelbeam to shieldon
Success: Added move stompingtantrum to shieldon
Success: Added move sleeptalk to shieldon
Success: Added move substitute to shieldon
Success: Added move stoneedge to shieldon
Success: Added move tackle to shieldon
Success: Added move terablast to luxray
Success: Added move terablast to shieldon
Success: Added move takedown to shieldon
Success: Added move roar to luxray
Success: Added move scaryface to luxray
Success: Added move ancientpower to bastiodon
Success: Added move swift to luxray
Success: Added move avalanche to bastiodon
Success: Added move thunder to shieldon
Success: Added move voltswitch to luxray
Success: Added move blizzard to bastiodon
Success: Added move block to bastiodon
Success: Added move bodypress to bastiodon
Success: Added move bulldoze to bastiodon
Success: Added move bodyslam to bastiodon
Success: Added move dig to bastiodon
Success: Added move earthquake to bastiodon
Success: Added move endure to bastiodon
Success: Added move curse to bastiodon
Success: Added move doubleedge to bastiodon
Success: Added move facade to bastiodon
Success: Added move endure to cranidos
Success: Added move flashcannon to bastiodon
Success: Added move flamethrower to bastiodon
Success: Added move fireblast to bastiodon
Success: Added move foulplay to bastiodon
Success: Added move heavyslam to bastiodon
Success: Added move hardpress to bastiodon
Success: Added move icebeam to bastiodon
Success: Added move doubleedge to cranidos
Success: Added move endeavor to cranidos
Success: Added move irondefense to bastiodon
Success: Added move metalsound to bastiodon
Success: Added move ironhead to bastiodon
Success: Added move metalburst to bastiodon
Success: Added move icebeam to cranidos
Success: Added move powergem to bastiodon
Success: Added move protect to cranidos
Success: Added move meteorbeam to bastiodon
Success: Added move outrage to bastiodon
Success: Added move reflect to bastiodon
Success: Added move rest to bastiodon
Success: Added move raindance to bastiodon
Success: Added move reversal to bastiodon
Success: Added move roar to bastiodon
Success: Added move rocktomb to cranidos
Success: Added move sandstorm to bastiodon
Success: Added move rockblast to bastiodon
Success: Added move sandtomb to bastiodon
Success: Added move rocksmash to cranidos
Success: Added move scaryface to bastiodon
Success: Added move smackdown to bastiodon
Success: Added move sleeptalk to bastiodon
Success: Added move scorchingsands to bastiodon
Success: Added move stealthrock to bastiodon
Success: Added move steelbeam to bastiodon
Success: Added move bulldoze to rampardos
Success: Added move stompingtantrum to bastiodon
Success: Added move stoneedge to bastiodon
Success: Added move substitute to bastiodon
Success: Added move takedown to bastiodon
Success: Added move sunnyday to bastiodon
Success: Added move tackle to bastiodon
Success: Added move taunt to bastiodon
Success: Added move terablast to bastiodon
Success: Added move thunder to bastiodon
Success: Added move dragontail to rampardos
Success: Added move poisonpowder to mothim
Success: Added move dragonpulse to rampardos
Success: Added move ancientpower to rampardos
Success: Added move bodypress to rampardos
Success: Added move metalsound to wormadamtrash
Success: Added move bodyslam to rampardos
Success: Added move bugbite to combee
Success: Added move endeavor to combee
Success: Added move gust to combee
Success: Added move lunge to combee
Success: Added move zenheadbutt to cranidos
Success: Added move agility to vespiquen
Success: Added move acrobatics to vespiquen
Success: Added move sleeptalk to combee
Success: Added move airslash to vespiquen
Success: Added move sweetscent to combee
Success: Added move skittersmack to combee
Success: Added move aerialace to vespiquen
Success: Added move strugglebug to combee
Success: Added move aromaticmist to vespiquen
Success: Added move terablast to combee
Success: Added move bugbite to vespiquen
Success: Added move bugbuzz to vespiquen
Success: Added move dualwingbeat to vespiquen
Success: Added move attackorder to vespiquen
Success: Added move destinybond to vespiquen
Success: Added move defendorder to vespiquen
Success: Added move agility to pachirisu
Success: Added move alluringvoice to pachirisu
Success: Added move confuseray to vespiquen
Success: Added move growl to floatzel
Success: Added move furyswipes to vespiquen
Success: Added move raindance to vespiquen
Success: Added move icespinner to floatzel
Success: Added move icefang to floatzel
Success: Added move icepunch to floatzel
Success: Added move healorder to vespiquen
Success: Added move pursuit to vespiquen
Success: Added move lowkick to floatzel
Success: Added move furycutter to vespiquen
Success: Added move liquidation to floatzel
Success: Added move roar to floatzel
Success: Added move terablast to vespiquen
Success: Added move thief to vespiquen
Success: Added move soak to floatzel
Success: Added move muddywater to floatzel
Success: Added move gigaimpact to vespiquen
Success: Added move swift to vespiquen
Success: Added move endeavor to vespiquen
Success: Added move pounce to vespiquen
Success: Added move scaryface to vespiquen
Success: Added move toxicspikes to vespiquen
Success: Added move xscissor to vespiquen
Success: Added move rest to vespiquen
Success: Added move slash to vespiquen
Success: Added move facade to vespiquen
Success: Added move spikes to vespiquen
Success: Added move swagger to vespiquen
Success: Added move endure to shellos
Success: Added move pollenpuff to vespiquen
Success: Added move bulldoze to shellos
Success: Added move fling to vespiquen
Success: Added move blizzard to gastrodon
Success: Added move amnesia to gastrodon
Success: Added move hurricane to vespiquen
Success: Added move reversal to vespiquen
Success: Added move taunt to vespiquen
Success: Added move strugglebug to vespiquen
Success: Added move painsplit to shellos
Success: Added move protect to vespiquen
Success: Added move psychicnoise to vespiquen
Success: Added move swallow to shellos
Success: Added move fellstinger to vespiquen
Success: Added move watergun to shellos
Success: Added move counter to shellos
Success: Added move magicalleaf to cherrim
Success: Added move sleeptalk to vespiquen
Success: Added move helpinghand to vespiquen
Success: Added move endure to vespiquen
Success: Added move amnesia to shellos
Success: Added move chargebeam to pachirisu
Success: Added move bite to pachirisu
Success: Added move discharge to pachirisu
Success: Added move charm to pachirisu
Success: Added move dig to pachirisu
Success: Added move takedown to floatzel
Success: Added move waterfall to floatzel
Success: Added move icywind to shellos
Success: Added move covet to pachirisu
Success: Added move facade to pachirisu
Success: Added move charge to pachirisu
Success: Added move flail to pachirisu
Success: Added move whirlpool to shellos
Success: Added move encore to pachirisu
Success: Added move endeavor to pachirisu
Success: Added move electricterrain to pachirisu
Success: Added move endure to pachirisu
Success: Added move defensecurl to pachirisu
Success: Added move fling to pachirisu
Success: Added move flatter to pachirisu
Success: Added move grassknot to pachirisu
Success: Added move growl to pachirisu
Success: Added move gigaimpact to pachirisu
Success: Added move gunkshot to pachirisu
Success: Added move followme to pachirisu
Success: Added move hyperbeam to pachirisu
Success: Added move blizzard to shellos
Success: Added move hyperfang to pachirisu
Success: Added move surf to floatzel
Success: Added move spitup to shellos
Success: Added move lightscreen to pachirisu
Success: Added move protect to pachirisu
Success: Added move playrough to pachirisu
Success: Added move mudslap to pachirisu
Success: Added move rest to pachirisu
Success: Added move waterfall to shellos
Success: Added move raindance to pachirisu
Success: Added move nuzzle to pachirisu
Success: Added move stockpile to shellos
Success: Added move spark to pachirisu
Success: Added move rollout to pachirisu
Success: Added move sleeptalk to pachirisu
Success: Added move substitute to pachirisu
Success: Added move sunnyday to pachirisu
Success: Added move superfang to pachirisu
Success: Added move sweetkiss to pachirisu
Success: Added move tailwhip to pachirisu
Success: Added move swift to pachirisu
Success: Added move terablast to pachirisu
Success: Added move takedown to pachirisu
Success: Added move thunderbolt to pachirisu
Success: Added move thief to pachirisu
Success: Added move thundershock to pachirisu
Success: Added move thunder to pachirisu
Success: Added move thunderpunch to pachirisu
Success: Added move aquaring to buizel
Success: Added move aquatail to buizel
Success: Added move aquajet to buizel
Success: Added move agility to buizel
Success: Added move uturn to pachirisu
Success: Added move thunderfang to pachirisu
Success: Added move batonpass to buizel
Success: Added move voltswitch to pachirisu
Success: Added move wildcharge to pachirisu
Success: Added move bite to buizel
Success: Added move blizzard to buizel
Success: Added move brickbreak to buizel
Success: Added move bulkup to buizel
Success: Added move trailblaze to pachirisu
Success: Added move uproar to pachirisu
Success: Added move chillingwater to buizel
Success: Added move thunderwave to pachirisu
Success: Added move crunch to buizel
Success: Added move dig to buizel
Success: Added move furyswipes to buizel
Success: Added move endure to buizel
Success: Added move facade to buizel
Success: Added move helpinghand to buizel
Success: Added move focuspunch to buizel
Success: Added move furycutter to buizel
Success: Added move flipturn to buizel
Success: Added move doublehit to buizel
Success: Added move hydropump to buizel
Success: Added move fling to buizel
Success: Added move icebeam to buizel
Success: Added move headbutt to buizel
Success: Added move icefang to buizel
Success: Added move roar to buizel
Success: Added move growl to buizel
Success: Added move rest to buizel
Success: Added move icepunch to buizel
Success: Added move lowsweep to buizel
Success: Added move raindance to buizel
Success: Added move swift to buizel
Success: Added move whirlpool to buizel
Success: Added move waterfall to buizel
Success: Added move protect to buizel
Success: Added move icywind to buizel
Success: Added move thief to buizel
Success: Added move surf to buizel
Success: Added move rocktomb to buizel
Success: Added move soak to buizel
Success: Added move aquajet to floatzel
Success: Added move slash to buizel
Success: Added move takedown to buizel
Success: Added move lowkick to buizel
Success: Added move quickattack to buizel
Success: Added move tackle to buizel
Success: Added move mudslap to buizel
Success: Added move aquatail to floatzel
Success: Added move taunt to buizel
Success: Added move sleeptalk to buizel
Success: Added move terablast to buizel
Success: Added move icespinner to buizel
Success: Added move agility to floatzel
Success: Added move batonpass to floatzel
Success: Added move wavecrash to buizel
Success: Added move watergun to buizel
Success: Added move substitute to buizel
Success: Added move bite to floatzel
Success: Added move liquidation to buizel
Success: Added move blizzard to floatzel
Success: Added move bodyslam to floatzel
Success: Added move waterpulse to buizel
Success: Added move doubleedge to floatzel
Success: Added move bulkup to floatzel
Success: Added move brickbreak to floatzel
Success: Added move crunch to floatzel
Success: Added move dig to floatzel
Success: Added move doublehit to floatzel
Success: Added move chillingwater to floatzel
Success: Added move endure to floatzel
Success: Added move flipturn to floatzel
Success: Added move focusblast to floatzel
Success: Added move hydropump to floatzel
Success: Added move focuspunch to floatzel
Success: Added move fling to floatzel
Success: Added move facade to floatzel
Success: Added move helpinghand to floatzel
Success: Added move gigaimpact to floatzel
Success: Added move hyperbeam to floatzel
Success: Added move toxic to vespiquen
Success: Added move icebeam to floatzel
Success: Added move gust to vespiquen
Success: Added move roost to vespiquen
Success: Added move icywind to floatzel
Success: Added move aerialace to pachirisu
Success: Added move sweetscent to vespiquen
Success: Added move uturn to vespiquen
Success: Added move lowsweep to floatzel
Success: Added move lunge to vespiquen
Success: Added move metronome to floatzel
Success: Added move scaryface to floatzel
Success: Added move poisonsting to vespiquen
Success: Added move raindance to floatzel
Success: Added move spite to vespiquen
Success: Added move protect to floatzel
Success: Added move quickattack to floatzel
Success: Added move sleeptalk to floatzel
Success: Added move mudslap to floatzel
Success: Added move rocktomb to floatzel
Success: Added move rest to floatzel
Success: Added move snarl to floatzel
Success: Added move taunt to floatzel
Success: Added move substitute to floatzel
Success: Added move sleeptalk to shellos
Success: Added move memento to shellos
Success: Added move terablast to shellos
Success: Added move snowscape to shellos
Success: Added move powergem to vespiquen
Success: Added move rocktomb to shellos
Success: Added move hex to vespiquen
Success: Added move venoshock to vespiquen
Success: Added move whirlpool to floatzel
Success: Added move babydolleyes to pachirisu
Success: Added move sludge to shellos
